Individual,Age,CSP,iris,Couple,Sexe
390,70 à 74 ans,Retraités,765400103,Vivant en couple,Femmes
391,25 à 29 ans,Artisans. commerçants. chefs d'entreprise,765400303,Vivant en couple,Femmes
392,70 à 74 ans,Retraités,765400902,Vivant en couple,Femmes
393,Moins de 5 ans,null,765400201,null,Femmes
394,40 à 44 ans,Artisans. commerçants. chefs d'entreprise,765400404,Vivant en couple,Femmes
395,20 à 24 ans,Ouvriers,765401002,Ne vivant pas en couple,Hommes
396,Moins de 5 ans,null,765400303,null,Hommes
397,15 à 19 ans,Employés,765400601,Ne vivant pas en couple,Femmes
398,5 à 9 ans,null,765400801,null,Femmes
399,75 à 79 ans,Artisans. commerçants. chefs d'entreprise,765401005,Ne vivant pas en couple,Femmes
400,65 à 69 ans,Retraités,765401003,Ne vivant pas en couple,Hommes
401,Moins de 5 ans,null,765400801,null,Hommes
402,65 à 69 ans,Retraités,765400104,Vivant en couple,Hommes
403,10 à 14 ans,null,765400501,null,Femmes
404,50 à 54 ans,Employés,765401003,Ne vivant pas en couple,Femmes
405,15 à 19 ans,Artisans. commerçants. chefs d'entreprise,765400801,Ne vivant pas en couple,Femmes
406,15 à 19 ans,Ouvriers,765400203,Ne vivant pas en couple,Hommes
407,60 à 64 ans,Professions intermédiaires,765401005,Vivant en couple,Femmes
408,55 à 59 ans,Cadres et professions intellectuelles supérieures,765400105,Vivant en couple,Hommes
409,35 à 39 ans,Ouvriers,765400502,Vivant en couple,Hommes
410,20 à 24 ans,Autres personnes sans activité professionnelle,765400404,Ne vivant pas en couple,Hommes
411,30 à 34 ans,Ouvriers,765400201,Ne vivant pas en couple,Hommes
412,50 à 54 ans,Professions intermédiaires,765400404,Vivant en couple,Hommes
413,25 à 29 ans,Professions intermédiaires,765400305,Vivant en couple,Femmes
414,10 à 14 ans,null,765400405,null,Hommes
415,50 à 54 ans,Employés,765400504,Vivant en couple,Hommes
416,10 à 14 ans,null,765401003,null,Hommes
417,10 à 14 ans,null,765400203,null,Hommes
418,70 à 74 ans,Retraités,765400702,Vivant en couple,Hommes
419,55 à 59 ans,Retraités,765400104,Vivant en couple,Hommes
420,80 à 84 ans,Retraités,765400102,Ne vivant pas en couple,Femmes
421,85 à 89 ans,Retraités,765400303,Ne vivant pas en couple,Femmes
422,35 à 39 ans,Employés,765400604,Ne vivant pas en couple,Femmes
423,65 à 69 ans,Retraités,765400601,Ne vivant pas en couple,Femmes
424,40 à 44 ans,Retraités,765400103,Vivant en couple,Femmes
425,5 à 9 ans,null,765400201,null,Hommes
426,50 à 54 ans,Professions intermédiaires,765400404,Ne vivant pas en couple,Femmes
427,30 à 34 ans,Autres personnes sans activité professionnelle,765400102,Ne vivant pas en couple,Hommes
428,55 à 59 ans,Employés,765400404,Ne vivant pas en couple,Femmes
429,Moins de 5 ans,null,765400103,null,Femmes
430,60 à 64 ans,Ouvriers,765400105,Vivant en couple,Hommes
431,45 à 49 ans,Retraités,765400201,Vivant en couple,Femmes
432,35 à 39 ans,Cadres et professions intellectuelles supérieures,765400303,Vivant en couple,Hommes
433,50 à 54 ans,Professions intermédiaires,765400304,Vivant en couple,Hommes
434,75 à 79 ans,Retraités,765400403,Ne vivant pas en couple,Femmes
435,5 à 9 ans,null,765400802,null,Hommes
436,45 à 49 ans,Employés,765400503,Ne vivant pas en couple,Femmes
437,20 à 24 ans,Professions intermédiaires,765400403,Ne vivant pas en couple,Femmes
438,15 à 19 ans,Autres personnes sans activité professionnelle,765400602,Ne vivant pas en couple,Femmes
439,20 à 24 ans,Employés,765400404,Ne vivant pas en couple,Femmes
440,60 à 64 ans,Professions intermédiaires,765400404,Vivant en couple,Hommes
441,80 à 84 ans,Retraités,765400101,Ne vivant pas en couple,Femmes
442,45 à 49 ans,Professions intermédiaires,765400203,Vivant en couple,Femmes
443,20 à 24 ans,Autres personnes sans activité professionnelle,765401002,Ne vivant pas en couple,Femmes
444,50 à 54 ans,Artisans. commerçants. chefs d'entreprise,765400203,Vivant en couple,Hommes
445,60 à 64 ans,Retraités,765400305,Ne vivant pas en couple,Femmes
446,30 à 34 ans,Professions intermédiaires,765400502,Vivant en couple,Hommes
447,80 à 84 ans,Retraités,765400303,Vivant en couple,Hommes
448,60 à 64 ans,Autres personnes sans activité professionnelle,765400604,Ne vivant pas en couple,Femmes
449,55 à 59 ans,Retraités,765400501,Ne vivant pas en couple,Hommes
450,45 à 49 ans,Ouvriers,765400204,Vivant en couple,Hommes
451,Moins de 5 ans,null,765400306,null,Hommes
452,10 à 14 ans,null,765400303,null,Hommes
453,50 à 54 ans,Employés,765400901,Ne vivant pas en couple,Femmes
454,15 à 19 ans,Ouvriers,765400304,Ne vivant pas en couple,Hommes
455,40 à 44 ans,Cadres et professions intellectuelles supérieures,765400101,Ne vivant pas en couple,Femmes
456,Moins de 5 ans,null,765400901,null,Femmes
457,75 à 79 ans,Retraités,765400304,Vivant en couple,Femmes
458,45 à 49 ans,Employés,765400404,Vivant en couple,Femmes
459,80 à 84 ans,Retraités,765400106,Ne vivant pas en couple,Femmes
460,80 à 84 ans,Retraités,765400504,Ne vivant pas en couple,Femmes
461,10 à 14 ans,null,765400104,null,Hommes
462,40 à 44 ans,Employés,765400405,Vivant en couple,Femmes
463,35 à 39 ans,Employés,765401004,Ne vivant pas en couple,Femmes
464,15 à 19 ans,Ouvriers,765400602,Ne vivant pas en couple,Hommes
465,15 à 19 ans,Autres personnes sans activité professionnelle,765400102,Ne vivant pas en couple,Femmes
466,75 à 79 ans,Retraités,765400101,Ne vivant pas en couple,Hommes
467,45 à 49 ans,Cadres et professions intellectuelles supérieures,765400504,Ne vivant pas en couple,Femmes
468,55 à 59 ans,Retraités,765400101,Vivant en couple,Femmes
469,25 à 29 ans,Employés,765400103,Vivant en couple,Femmes
470,35 à 39 ans,Professions intermédiaires,765400201,Vivant en couple,Hommes
471,45 à 49 ans,Employés,765400104,Vivant en couple,Femmes
472,20 à 24 ans,Autres personnes sans activité professionnelle,765400105,Vivant en couple,Femmes
473,45 à 49 ans,Autres personnes sans activité professionnelle,765400404,Vivant en couple,Femmes
474,60 à 64 ans,Retraités,765400301,Ne vivant pas en couple,Femmes
475,5 à 9 ans,null,765400304,null,Femmes
476,20 à 24 ans,Autres personnes sans activité professionnelle,765401002,Vivant en couple,Femmes
477,Moins de 5 ans,null,765400604,null,Femmes
478,60 à 64 ans,Artisans. commerçants. chefs d'entreprise,765401003,Ne vivant pas en couple,Hommes
479,20 à 24 ans,Professions intermédiaires,765400304,Ne vivant pas en couple,Femmes
480,Moins de 5 ans,null,765400103,null,Femmes
481,40 à 44 ans,Professions intermédiaires,765400604,Ne vivant pas en couple,Hommes
482,50 à 54 ans,Ouvriers,765400802,Vivant en couple,Hommes
483,5 à 9 ans,null,765400403,null,Femmes
484,10 à 14 ans,null,765400103,null,Hommes
485,15 à 19 ans,Autres personnes sans activité professionnelle,765400405,Ne vivant pas en couple,Hommes
486,15 à 19 ans,Professions intermédiaires,765401003,Ne vivant pas en couple,Femmes
487,65 à 69 ans,Retraités,765400203,Vivant en couple,Femmes
488,95 à 99 ans,Retraités,765400404,Ne vivant pas en couple,Femmes
489,40 à 44 ans,Employés,765400106,Vivant en couple,Femmes
490,50 à 54 ans,Employés,765400602,Vivant en couple,Femmes
491,15 à 19 ans,Autres personnes sans activité professionnelle,765400901,Ne vivant pas en couple,Femmes
492,Moins de 5 ans,null,765400106,null,Hommes
493,65 à 69 ans,Retraités,765400405,Vivant en couple,Femmes
494,75 à 79 ans,Retraités,765400504,Vivant en couple,Hommes
495,65 à 69 ans,Retraités,765401005,Vivant en couple,Hommes
496,30 à 34 ans,Employés,765400306,Ne vivant pas en couple,Femmes
497,65 à 69 ans,Retraités,765400801,Vivant en couple,Femmes
498,15 à 19 ans,Autres personnes sans activité professionnelle,765400304,Ne vivant pas en couple,Femmes
499,40 à 44 ans,Employés,765400201,Ne vivant pas en couple,Hommes
500,20 à 24 ans,Professions intermédiaires,765400104,Ne vivant pas en couple,Hommes
501,45 à 49 ans,Cadres et professions intellectuelles supérieures,765400602,Vivant en couple,Hommes
502,60 à 64 ans,Retraités,765400202,Ne vivant pas en couple,Hommes
503,85 à 89 ans,Retraités,765400603,Ne vivant pas en couple,Femmes
504,80 à 84 ans,Retraités,765400303,Ne vivant pas en couple,Femmes
505,55 à 59 ans,Ouvriers,765400303,Vivant en couple,Hommes
506,10 à 14 ans,null,765400405,null,Hommes
507,95 à 99 ans,Retraités,765401003,Ne vivant pas en couple,Femmes
508,20 à 24 ans,Cadres et professions intellectuelles supérieures,765400602,Ne vivant pas en couple,Femmes
509,70 à 74 ans,Retraités,765400902,Ne vivant pas en couple,Femmes
510,75 à 79 ans,Retraités,765401002,Vivant en couple,Hommes
511,55 à 59 ans,Retraités,765400901,Vivant en couple,Hommes
512,Moins de 5 ans,null,765400104,null,Hommes
513,50 à 54 ans,Employés,765400501,Vivant en couple,Femmes
514,5 à 9 ans,null,765400106,null,Hommes
515,35 à 39 ans,Cadres et professions intellectuelles supérieures,765401004,Ne vivant pas en couple,Hommes
516,45 à 49 ans,Autres personnes sans activité professionnelle,765400602,Vivant en couple,Femmes
517,25 à 29 ans,Employés,765400801,Vivant en couple,Femmes
518,80 à 84 ans,Retraités,765400203,Ne vivant pas en couple,Hommes
519,15 à 19 ans,Autres personnes sans activité professionnelle,765400303,Ne vivant pas en couple,Femmes
520,60 à 64 ans,Autres personnes sans activité professionnelle,765400201,Ne vivant pas en couple,Femmes
521,65 à 69 ans,Retraités,765401003,Ne vivant pas en couple,Hommes
522,10 à 14 ans,null,765400901,null,Femmes
523,25 à 29 ans,Professions intermédiaires,765400304,Vivant en couple,Femmes
524,10 à 14 ans,null,765400102,null,Femmes
525,20 à 24 ans,Employés,765400401,Ne vivant pas en couple,Femmes
526,55 à 59 ans,Retraités,765400305,Vivant en couple,Hommes
527,30 à 34 ans,Professions intermédiaires,765400403,Vivant en couple,Femmes
528,20 à 24 ans,Autres personnes sans activité professionnelle,765400405,Ne vivant pas en couple,Femmes
529,60 à 64 ans,Cadres et professions intellectuelles supérieures,765401003,Ne vivant pas en couple,Hommes
530,45 à 49 ans,Employés,765400405,Vivant en couple,Femmes
531,55 à 59 ans,Retraités,765400303,Ne vivant pas en couple,Femmes
532,10 à 14 ans,null,765401001,null,Femmes
533,55 à 59 ans,Retraités,765400404,Vivant en couple,Femmes
534,20 à 24 ans,Ouvriers,765400304,Ne vivant pas en couple,Hommes
535,75 à 79 ans,Retraités,765401002,Vivant en couple,Femmes
536,40 à 44 ans,Autres personnes sans activité professionnelle,765400504,Vivant en couple,Femmes
537,65 à 69 ans,Retraités,765400204,Vivant en couple,Femmes
538,40 à 44 ans,Professions intermédiaires,765401001,Vivant en couple,Hommes
539,15 à 19 ans,Autres personnes sans activité professionnelle,765400102,Ne vivant pas en couple,Femmes
540,5 à 9 ans,null,765401002,null,Femmes
541,50 à 54 ans,Cadres et professions intellectuelles supérieures,765400104,Vivant en couple,Femmes
542,10 à 14 ans,null,765400101,null,Hommes
543,5 à 9 ans,null,765400405,null,Hommes
544,55 à 59 ans,Ouvriers,765400402,Ne vivant pas en couple,Femmes
545,80 à 84 ans,Retraités,765400203,Ne vivant pas en couple,Femmes
546,25 à 29 ans,Ouvriers,765400601,Ne vivant pas en couple,Hommes
547,35 à 39 ans,Employés,765400902,Vivant en couple,Femmes
548,25 à 29 ans,Professions intermédiaires,765400501,Vivant en couple,Femmes
549,55 à 59 ans,Retraités,765401003,Vivant en couple,Femmes
550,10 à 14 ans,null,765400203,null,Femmes
551,55 à 59 ans,Retraités,765400106,Vivant en couple,Femmes
552,60 à 64 ans,Ouvriers,765400404,Vivant en couple,Hommes
553,20 à 24 ans,Employés,765400403,Ne vivant pas en couple,Hommes
554,10 à 14 ans,null,765400802,null,Femmes
555,50 à 54 ans,Cadres et professions intellectuelles supérieures,765400201,Ne vivant pas en couple,Femmes
556,45 à 49 ans,Professions intermédiaires,765400402,Vivant en couple,Femmes
557,40 à 44 ans,Professions intermédiaires,765400402,Vivant en couple,Femmes
558,50 à 54 ans,Ouvriers,765401003,Ne vivant pas en couple,Femmes
559,25 à 29 ans,Employés,765400602,Ne vivant pas en couple,Hommes
560,30 à 34 ans,Professions intermédiaires,765400103,Vivant en couple,Femmes
561,20 à 24 ans,Autres personnes sans activité professionnelle,765400102,Vivant en couple,Femmes
562,70 à 74 ans,Retraités,765400201,Ne vivant pas en couple,Femmes
563,20 à 24 ans,Professions intermédiaires,765400305,Ne vivant pas en couple,Hommes
564,60 à 64 ans,Professions intermédiaires,765400502,Vivant en couple,Femmes
565,60 à 64 ans,Ouvriers,765400102,Vivant en couple,Hommes
566,30 à 34 ans,Employés,765400203,Ne vivant pas en couple,Femmes
567,55 à 59 ans,Retraités,765401002,Vivant en couple,Hommes
568,5 à 9 ans,null,765400405,null,Femmes
569,50 à 54 ans,Artisans. commerçants. chefs d'entreprise,765400601,Vivant en couple,Femmes
570,45 à 49 ans,Ouvriers,765400801,Vivant en couple,Hommes
571,50 à 54 ans,Employés,765400404,Ne vivant pas en couple,Femmes
572,20 à 24 ans,Employés,765400701,Ne vivant pas en couple,Femmes
573,55 à 59 ans,Cadres et professions intellectuelles supérieures,765400304,Ne vivant pas en couple,Hommes
574,Moins de 5 ans,null,765401005,null,Femmes
575,60 à 64 ans,Retraités,765400101,Vivant en couple,Femmes
576,10 à 14 ans,null,765401005,null,Hommes
577,45 à 49 ans,Professions intermédiaires,765400104,Vivant en couple,Femmes
578,70 à 74 ans,Retraités,765400105,Vivant en couple,Hommes
579,30 à 34 ans,Artisans. commerçants. chefs d'entreprise,765400604,Vivant en couple,Hommes
580,10 à 14 ans,null,765400502,null,Hommes
581,15 à 19 ans,Autres personnes sans activité professionnelle,765400602,Ne vivant pas en couple,Hommes
582,30 à 34 ans,Ouvriers,765400102,Ne vivant pas en couple,Hommes
583,65 à 69 ans,Retraités,765400303,Vivant en couple,Femmes
584,70 à 74 ans,Retraités,765400402,Vivant en couple,Hommes
585,Moins de 5 ans,null,765400201,null,Hommes
586,25 à 29 ans,Employés,765400501,Vivant en couple,Femmes
587,65 à 69 ans,Retraités,765400501,Vivant en couple,Hommes
588,60 à 64 ans,Cadres et professions intellectuelles supérieures,765400404,Ne vivant pas en couple,Hommes
589,30 à 34 ans,Professions intermédiaires,765400504,Ne vivant pas en couple,Femmes
590,30 à 34 ans,Employés,765401003,Vivant en couple,Femmes
591,65 à 69 ans,Retraités,765400902,Vivant en couple,Femmes
592,40 à 44 ans,Employés,765400502,Vivant en couple,Femmes
593,35 à 39 ans,Ouvriers,765400201,Vivant en couple,Hommes
594,Moins de 5 ans,null,765400106,null,Femmes
595,5 à 9 ans,null,765400901,null,Hommes
596,5 à 9 ans,null,765401001,null,Femmes
597,50 à 54 ans,Employés,765400202,Vivant en couple,Femmes
598,60 à 64 ans,Retraités,765400303,Vivant en couple,Femmes
599,25 à 29 ans,Employés,765400106,Ne vivant pas en couple,Femmes
600,35 à 39 ans,Professions intermédiaires,765400304,Ne vivant pas en couple,Femmes
601,80 à 84 ans,Retraités,765400201,Vivant en couple,Femmes
602,Moins de 5 ans,null,765400303,null,Hommes
603,25 à 29 ans,Employés,765400104,Vivant en couple,Hommes
604,25 à 29 ans,Cadres et professions intellectuelles supérieures,765401005,Vivant en couple,Femmes
605,40 à 44 ans,Retraités,765400902,Vivant en couple,Femmes
606,40 à 44 ans,Employés,765400201,Vivant en couple,Femmes
607,75 à 79 ans,Retraités,765400304,Vivant en couple,Femmes
608,50 à 54 ans,Autres personnes sans activité professionnelle,765400503,Vivant en couple,Femmes
609,15 à 19 ans,Autres personnes sans activité professionnelle,765400503,Ne vivant pas en couple,Hommes
610,70 à 74 ans,Autres personnes sans activité professionnelle,765400304,Vivant en couple,Femmes
611,20 à 24 ans,Ouvriers,765401002,Ne vivant pas en couple,Hommes
612,50 à 54 ans,Cadres et professions intellectuelles supérieures,765400402,Vivant en couple,Hommes
613,80 à 84 ans,Retraités,765401001,Ne vivant pas en couple,Hommes
614,Moins de 5 ans,null,765400303,null,Femmes
615,40 à 44 ans,Cadres et professions intellectuelles supérieures,765400102,Vivant en couple,Femmes
616,5 à 9 ans,null,765401005,null,Hommes
617,45 à 49 ans,Professions intermédiaires,765400305,Vivant en couple,Femmes
618,15 à 19 ans,Autres personnes sans activité professionnelle,765401003,Ne vivant pas en couple,Femmes
619,Moins de 5 ans,null,765400604,null,Hommes
620,65 à 69 ans,Retraités,765400303,Ne vivant pas en couple,Hommes
621,55 à 59 ans,Cadres et professions intellectuelles supérieures,765400604,Vivant en couple,Hommes
622,15 à 19 ans,Autres personnes sans activité professionnelle,765400404,Ne vivant pas en couple,Femmes
623,5 à 9 ans,null,765400702,null,Hommes
624,60 à 64 ans,Employés,765400602,Vivant en couple,Hommes
625,Moins de 5 ans,null,765401002,null,Femmes
626,20 à 24 ans,Professions intermédiaires,765400801,Ne vivant pas en couple,Femmes
627,60 à 64 ans,Employés,765400106,Ne vivant pas en couple,Femmes
628,25 à 29 ans,Employés,765400902,Vivant en couple,Femmes
629,55 à 59 ans,Retraités,765400102,Ne vivant pas en couple,Hommes
630,55 à 59 ans,Retraités,765400202,Ne vivant pas en couple,Hommes
631,45 à 49 ans,Cadres et professions intellectuelles supérieures,765400402,Vivant en couple,Hommes
632,50 à 54 ans,Professions intermédiaires,765400201,Vivant en couple,Hommes
633,80 à 84 ans,Retraités,765401003,Vivant en couple,Hommes
634,35 à 39 ans,Employés,765400801,Vivant en couple,Femmes
635,25 à 29 ans,Professions intermédiaires,765401004,Vivant en couple,Hommes
636,40 à 44 ans,Professions intermédiaires,765400201,Vivant en couple,Femmes
637,15 à 19 ans,Autres personnes sans activité professionnelle,765400901,Ne vivant pas en couple,Hommes
638,80 à 84 ans,Retraités,765400502,Ne vivant pas en couple,Hommes
639,55 à 59 ans,Retraités,765401001,Vivant en couple,Femmes
